epoch,mean,stdv
0,1.235768965467429,0.0
1,1.3176048757804677,0.0
2,1.465213533091202,0.0
3,1.4158567078104094,0.0
4,1.4180904078340888,0.0
5,1.4702378362485742,0.0
6,1.5174252666295103,0.0
7,1.6271767233842154,0.0
8,1.7121253126812936,0.0
9,1.6760998470703834,0.0
10,1.6847236601622797,0.0
11,1.6852984897239092,0.0
12,1.7506023540003064,0.0
13,1.7612943493408177,0.0
14,1.7350858339384865,0.0
15,1.7484005562137646,0.0
16,1.7564662871646957,0.0
17,1.7296490931715023,0.0
18,1.729620576872923,0.0
19,1.7119805664707755,0.0
20,1.6857389303236758,0.0
21,1.6956938544355835,0.0
22,1.7239278301633998,0.0
23,1.7058755985977478,0.0
24,1.716949706269354,0.0
25,1.729003828257576,0.0
26,1.7403058872988912,0.0
27,1.7300560013212265,0.0
28,1.7257646817072405,0.0
29,1.735171926337774,0.0
30,1.7270275959998862,0.0
31,1.7294673616294616,0.0
32,1.7197648555941483,0.0
33,1.7102008467801748,0.0
34,1.7096909710182273,0.0
35,1.6958169939720182,0.0
36,1.6874140749711701,0.0
37,1.6989876084639401,0.0
38,1.696609228556242,0.0
39,1.6902018024937757,0.0
40,1.6873336014524305,0.0
41,1.6755538356758728,0.0
42,1.668774579043589,0.0
43,1.6595408769895934,0.0
44,1.6570353230399388,0.0
45,1.6528132528226573,0.0
46,1.6500695542769737,0.0
47,1.6426488490201607,0.0
48,1.6419329651418404,0.0
49,1.6475914347458416,0.0
50,1.6484712798371661,0.0
51,1.6397715247117548,0.0
52,1.638625447599909,0.0
53,1.6359680403696903,0.0
54,1.6366012219586326,0.0
55,1.6347804592605326,0.0
56,1.6335839374488224,0.0
57,1.6316798172538272,0.0
58,1.6303376319431682,0.0
59,1.62475514084009,0.0
60,1.6189968675616293,0.0
61,1.6205783536094558,0.0
62,1.6185216374210558,0.0
63,1.6184816968104039,0.0
64,1.6182040281557433,0.0
65,1.6154091292857389,0.0
66,1.6174736417783881,0.0
67,1.6244222823967684,0.0
68,1.6200081415174965,0.0
69,1.6148998380528916,0.0
70,1.6115449461947209,0.0
71,1.609546282642679,0.0
72,1.6102984488436545,0.0
73,1.604705865827437,0.0
74,1.6001474310504082,0.0
75,1.6094855417813467,0.0
76,1.6130280014281881,0.0
77,1.6145305016790925,0.0
78,1.6232453071347683,0.0
79,1.6413212210866275,0.0
80,1.6423497885619673,0.0
81,1.648874267116701,0.0
82,1.6620963346893953,0.0
83,1.6647732620590059,0.0
84,1.6679642574471827,0.0
85,1.665493296189854,0.0
86,1.669431537259535,0.0
87,1.6679851400256354,0.0
88,1.6652457791673612,0.0
89,1.6603897532396665,0.0
90,1.6616148879301207,0.0
91,1.6594619013914205,0.0
92,1.6568578200119946,0.0
93,1.6597157510310456,0.0
94,1.6597111120403403,0.0
95,1.6579915777420222,0.0
96,1.656344713908132,0.0
97,1.653699663452945,0.0
98,1.650198408808785,0.0
99,1.65159192942881,0.0
100,1.656588184408046,0.0
101,1.655210915620629,0.0
102,1.6575134386745038,0.0
103,1.6580438817443683,0.0
104,1.6578946010069817,0.0
105,1.6564193331370252,0.0
106,1.6611648340431922,0.0
107,1.6628678462759505,0.0
108,1.6613922195694508,0.0
109,1.6628957978543544,0.0
110,1.6661725207683133,0.0
111,1.6735137532217579,0.0
112,1.6736823069209037,0.0
113,1.674080674192175,0.0
114,1.6720456333124147,0.0
115,1.6738199765494606,0.0
116,1.6724159010769648,0.0
117,1.6698857737323816,0.0
118,1.6678089431102812,0.0
119,1.6638343387339956,0.0
120,1.6600300818072324,0.0
121,1.6587149454002947,0.0
122,1.6577023084285885,0.0
123,1.6558216980053644,0.0
124,1.6505617255677214,0.0
125,1.6505793004471097,0.0
126,1.6470227872984786,0.0
127,1.6455731641966267,0.0
128,1.6460281340350469,0.0
129,1.6455580217691315,0.0
130,1.6438689391050592,0.0
131,1.640496449233685,0.0
132,1.637544537426471,0.0
133,1.6378658379155913,0.0
134,1.6352506619813374,0.0
135,1.6328455269788986,0.0
136,1.632085026499696,0.0
137,1.6318012099816441,0.0
138,1.6333892527460436,0.0
139,1.6323415252806779,0.0
140,1.6318564933499027,0.0
141,1.631344708821038,0.0
142,1.6298784983902537,0.0
143,1.6269590840812183,0.0
144,1.6265413325399727,0.0
145,1.6252738448044106,0.0
146,1.6256062669139972,0.0
147,1.6254441824806785,0.0
148,1.6274181494544409,0.0
149,1.6253829710257417,0.0
150,1.624542595789253,0.0
151,1.6232230989725205,0.0
152,1.6235468952653822,0.0
153,1.6259489344695506,0.0
154,1.626915970722902,0.0
155,1.626794091558497,0.0
156,1.6309842311502607,0.0
157,1.6304794110313996,0.0
158,1.6300504440667487,0.0
159,1.6322793131484123,0.0
160,1.6302470709486527,0.0
161,1.6283209571010198,0.0
162,1.6267542839779354,0.0
163,1.625500149633654,0.0
164,1.6299509652641138,0.0
165,1.6294037492181677,0.0
166,1.6264413237577084,0.0
167,1.6264105579254045,0.0
168,1.6244286682632112,0.0
169,1.6221063909229896,0.0
170,1.6197662063953902,0.0
171,1.619005077641288,0.0
172,1.6166470911162163,0.0
173,1.6156810318066488,0.0
174,1.613883382187821,0.0
175,1.6142514696982333,0.0
176,1.6134326903306517,0.0
177,1.61233905082723,0.0
178,1.6112235149273881,0.0
179,1.6086056140721736,0.0
180,1.6060199649314968,0.0
181,1.605969100478527,0.0
182,1.6058354027535047,0.0
183,1.60602174753942,0.0
184,1.603522241695348,0.0
185,1.602900698129413,0.0
186,1.60256761181615,0.0
187,1.6036751788320098,0.0
188,1.6061983672469318,0.0
189,1.6086363963613086,0.0
190,1.6070674887472975,0.0
191,1.6053243491607156,0.0
192,1.604093718359037,0.0
193,1.6023892381344864,0.0
194,1.601302691113447,0.0
195,1.6012226076865392,0.0
196,1.5988740735709368,0.0
197,1.5971687150213418,0.0
198,1.5970498990053954,0.0
199,1.5965696175710142,0.0
